model,approach,history,history_frames,allowed_interval_s,actionable,missed,too_early,too_late,total_events,warning,missed_rate,missed_lower,missed_upper,missed_result,too_late_rate,too_late_lower,too_late_upper,too_late_result,actionable_rate,actionable_lower,actionable_upper,actionable_result,too_early_rate,too_early_lower,too_early_upper,too_early_result,warning_rate,warning_lower,warning_upper,warning_result
internvl,appod,H18,18,5,17,3,51,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.19767441860465115,0.12724351812233703,0.2939591127946234,17/86 (19.77%; 95% CI 12.72–29.40%),0.5930232558139535,0.487382730957907,0.6907087672214898,51/86 (59.30%; 95% CI 48.74–69.07%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H20,20,1,6,3,62,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.06976744186046512,0.032365414509921336,0.14396140641036848,6/86 (6.98%; 95% CI 3.24–14.40%),0.7209302325581395,0.6182540858816528,0.8047132222944144,62/86 (72.09%; 95% CI 61.83–80.47%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H20,20,2,10,3,58,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.11627906976744186,0.06440045821928717,0.20097211179070104,10/86 (11.63%; 95% CI 6.44–20.10%),0.6744186046511628,0.569778553659483,0.7641430054268858,58/86 (67.44%; 95% CI 56.98–76.41%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H20,20,3,13,3,55,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.1511627906976744,0.09052122983132334,0.24163565199593867,13/86 (15.12%; 95% CI 9.05–24.16%),0.6395348837209303,0.5341068512119144,0.7330303960571808,55/86 (63.95%; 95% CI 53.41–73.30%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H20,20,4,15,3,53,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.6162790697674418,0.5106287727439646,0.7119855999802814,53/86 (61.63%; 95% CI 51.06–71.20%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H20,20,5,17,3,51,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.19767441860465115,0.12724351812233703,0.2939591127946234,17/86 (19.77%; 95% CI 12.72–29.40%),0.5930232558139535,0.487382730957907,0.6907087672214898,51/86 (59.30%; 95% CI 48.74–69.07%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H22,22,1,7,3,61,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.08139534883720931,0.03998643153878242,0.15860182665393202,7/86 (8.14%; 95% CI 4.00–15.86%),0.7093023255813954,0.6060316083912257,0.7946742625124171,61/86 (70.93%; 95% CI 60.60–79.47%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H22,22,2,10,3,58,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.11627906976744186,0.06440045821928717,0.20097211179070104,10/86 (11.63%; 95% CI 6.44–20.10%),0.6744186046511628,0.569778553659483,0.7641430054268858,58/86 (67.44%; 95% CI 56.98–76.41%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H22,22,3,14,3,54,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.16279069767441862,0.09952131046989598,0.25489700862979064,14/86 (16.28%; 95% CI 9.95–25.49%),0.627906976744186,0.5223383164148251,0.7225374935818455,54/86 (62.79%; 95% CI 52.23–72.25%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H22,22,4,15,3,53,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.6162790697674418,0.5106287727439646,0.7119855999802814,53/86 (61.63%; 95% CI 51.06–71.20%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H22,22,5,17,3,51,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.19767441860465115,0.12724351812233703,0.2939591127946234,17/86 (19.77%; 95% CI 12.72–29.40%),0.5930232558139535,0.487382730957907,0.6907087672214898,51/86 (59.30%; 95% CI 48.74–69.07%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H24,24,1,7,3,61,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.08139534883720931,0.03998643153878242,0.15860182665393202,7/86 (8.14%; 95% CI 4.00–15.86%),0.7093023255813954,0.6060316083912257,0.7946742625124171,61/86 (70.93%; 95% CI 60.60–79.47%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H24,24,2,10,3,58,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.11627906976744186,0.06440045821928717,0.20097211179070104,10/86 (11.63%; 95% CI 6.44–20.10%),0.6744186046511628,0.569778553659483,0.7641430054268858,58/86 (67.44%; 95% CI 56.98–76.41%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H24,24,3,13,3,55,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.1511627906976744,0.09052122983132334,0.24163565199593867,13/86 (15.12%; 95% CI 9.05–24.16%),0.6395348837209303,0.5341068512119144,0.7330303960571808,55/86 (63.95%; 95% CI 53.41–73.30%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H24,24,4,15,3,53,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.6162790697674418,0.5106287727439646,0.7119855999802814,53/86 (61.63%; 95% CI 51.06–71.20%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H24,24,5,17,3,51,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.19767441860465115,0.12724351812233703,0.2939591127946234,17/86 (19.77%; 95% CI 12.72–29.40%),0.5930232558139535,0.487382730957907,0.6907087672214898,51/86 (59.30%; 95% CI 48.74–69.07%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H26,26,1,5,3,63,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.05813953488372093,0.025086935621079658,0.12897844802678554,5/86 (5.81%; 95% CI 2.51–12.90%),0.7325581395348837,0.6305495916710698,0.8146791537774222,63/86 (73.26%; 95% CI 63.05–81.47%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H26,26,2,8,3,60,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.09302325581395349,0.04789228421527053,0.1729574112498685,8/86 (9.30%; 95% CI 4.79–17.30%),0.6976744186046512,0.5938796504460166,0.7845647831852016,60/86 (69.77%; 95% CI 59.39–78.46%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H26,26,3,13,3,55,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.1511627906976744,0.09052122983132334,0.24163565199593867,13/86 (15.12%; 95% CI 9.05–24.16%),0.6395348837209303,0.5341068512119144,0.7330303960571808,55/86 (63.95%; 95% CI 53.41–73.30%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H26,26,4,15,3,53,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.6162790697674418,0.5106287727439646,0.7119855999802814,53/86 (61.63%; 95% CI 51.06–71.20%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H26,26,5,17,3,51,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.19767441860465115,0.12724351812233703,0.2939591127946234,17/86 (19.77%; 95% CI 12.72–29.40%),0.5930232558139535,0.487382730957907,0.6907087672214898,51/86 (59.30%; 95% CI 48.74–69.07%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H28,28,1,5,3,63,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.05813953488372093,0.025086935621079658,0.12897844802678554,5/86 (5.81%; 95% CI 2.51–12.90%),0.7325581395348837,0.6305495916710698,0.8146791537774222,63/86 (73.26%; 95% CI 63.05–81.47%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H28,28,2,8,3,60,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.09302325581395349,0.04789228421527053,0.1729574112498685,8/86 (9.30%; 95% CI 4.79–17.30%),0.6976744186046512,0.5938796504460166,0.7845647831852016,60/86 (69.77%; 95% CI 59.39–78.46%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H28,28,3,13,3,55,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.1511627906976744,0.09052122983132334,0.24163565199593867,13/86 (15.12%; 95% CI 9.05–24.16%),0.6395348837209303,0.5341068512119144,0.7330303960571808,55/86 (63.95%; 95% CI 53.41–73.30%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H28,28,4,15,3,53,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.6162790697674418,0.5106287727439646,0.7119855999802814,53/86 (61.63%; 95% CI 51.06–71.20%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H28,28,5,17,3,51,15,86,83,0.03488372093023256,0.01193379807740838,0.09760871102560764,3/86 (3.49%; 95% CI 1.19–9.76%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.19767441860465115,0.12724351812233703,0.2939591127946234,17/86 (19.77%; 95% CI 12.72–29.40%),0.5930232558139535,0.487382730957907,0.6907087672214898,51/86 (59.30%; 95% CI 48.74–69.07%),0.9651162790697675,0.9023912889743924,0.9880662019225916,83/86 (96.51%; 95% CI 90.24–98.81%)
internvl,appod,H30,30,1,5,2,63,16,86,84,0.023255813953488372,0.0064009262042708515,0.08088014562632057,2/86 (2.33%; 95% CI 0.64–8.09%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.05813953488372093,0.025086935621079658,0.12897844802678554,5/86 (5.81%; 95% CI 2.51–12.90%),0.7325581395348837,0.6305495916710698,0.8146791537774222,63/86 (73.26%; 95% CI 63.05–81.47%),0.9767441860465116,0.9191198543736794,0.9935990737957292,84/86 (97.67%; 95% CI 91.91–99.36%)
internvl,appod,H30,30,2,8,2,60,16,86,84,0.023255813953488372,0.0064009262042708515,0.08088014562632057,2/86 (2.33%; 95% CI 0.64–8.09%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.09302325581395349,0.04789228421527053,0.1729574112498685,8/86 (9.30%; 95% CI 4.79–17.30%),0.6976744186046512,0.5938796504460166,0.7845647831852016,60/86 (69.77%; 95% CI 59.39–78.46%),0.9767441860465116,0.9191198543736794,0.9935990737957292,84/86 (97.67%; 95% CI 91.91–99.36%)
internvl,appod,H30,30,3,13,2,55,16,86,84,0.023255813953488372,0.0064009262042708515,0.08088014562632057,2/86 (2.33%; 95% CI 0.64–8.09%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.1511627906976744,0.09052122983132334,0.24163565199593867,13/86 (15.12%; 95% CI 9.05–24.16%),0.6395348837209303,0.5341068512119144,0.7330303960571808,55/86 (63.95%; 95% CI 53.41–73.30%),0.9767441860465116,0.9191198543736794,0.9935990737957292,84/86 (97.67%; 95% CI 91.91–99.36%)
internvl,appod,H30,30,4,15,2,53,16,86,84,0.023255813953488372,0.0064009262042708515,0.08088014562632057,2/86 (2.33%; 95% CI 0.64–8.09%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.6162790697674418,0.5106287727439646,0.7119855999802814,53/86 (61.63%; 95% CI 51.06–71.20%),0.9767441860465116,0.9191198543736794,0.9935990737957292,84/86 (97.67%; 95% CI 91.91–99.36%)
internvl,appod,H30,30,5,17,2,51,16,86,84,0.023255813953488372,0.0064009262042708515,0.08088014562632057,2/86 (2.33%; 95% CI 0.64–8.09%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.19767441860465115,0.12724351812233703,0.2939591127946234,17/86 (19.77%; 95% CI 12.72–29.40%),0.5930232558139535,0.487382730957907,0.6907087672214898,51/86 (59.30%; 95% CI 48.74–69.07%),0.9767441860465116,0.9191198543736794,0.9935990737957292,84/86 (97.67%; 95% CI 91.91–99.36%)
internvl,appod,H32,32,1,5,2,63,16,86,84,0.023255813953488372,0.0064009262042708515,0.08088014562632057,2/86 (2.33%; 95% CI 0.64–8.09%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.05813953488372093,0.025086935621079658,0.12897844802678554,5/86 (5.81%; 95% CI 2.51–12.90%),0.7325581395348837,0.6305495916710698,0.8146791537774222,63/86 (73.26%; 95% CI 63.05–81.47%),0.9767441860465116,0.9191198543736794,0.9935990737957292,84/86 (97.67%; 95% CI 91.91–99.36%)
internvl,appod,H32,32,2,8,2,60,16,86,84,0.023255813953488372,0.0064009262042708515,0.08088014562632057,2/86 (2.33%; 95% CI 0.64–8.09%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.09302325581395349,0.04789228421527053,0.1729574112498685,8/86 (9.30%; 95% CI 4.79–17.30%),0.6976744186046512,0.5938796504460166,0.7845647831852016,60/86 (69.77%; 95% CI 59.39–78.46%),0.9767441860465116,0.9191198543736794,0.9935990737957292,84/86 (97.67%; 95% CI 91.91–99.36%)
internvl,appod,H32,32,3,13,2,55,16,86,84,0.023255813953488372,0.0064009262042708515,0.08088014562632057,2/86 (2.33%; 95% CI 0.64–8.09%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.1511627906976744,0.09052122983132334,0.24163565199593867,13/86 (15.12%; 95% CI 9.05–24.16%),0.6395348837209303,0.5341068512119144,0.7330303960571808,55/86 (63.95%; 95% CI 53.41–73.30%),0.9767441860465116,0.9191198543736794,0.9935990737957292,84/86 (97.67%; 95% CI 91.91–99.36%)
internvl,appod,H32,32,4,15,2,53,16,86,84,0.023255813953488372,0.0064009262042708515,0.08088014562632057,2/86 (2.33%; 95% CI 0.64–8.09%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.6162790697674418,0.5106287727439646,0.7119855999802814,53/86 (61.63%; 95% CI 51.06–71.20%),0.9767441860465116,0.9191198543736794,0.9935990737957292,84/86 (97.67%; 95% CI 91.91–99.36%)
internvl,appod,H32,32,5,17,2,51,16,86,84,0.023255813953488372,0.0064009262042708515,0.08088014562632057,2/86 (2.33%; 95% CI 0.64–8.09%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.19767441860465115,0.12724351812233703,0.2939591127946234,17/86 (19.77%; 95% CI 12.72–29.40%),0.5930232558139535,0.487382730957907,0.6907087672214898,51/86 (59.30%; 95% CI 48.74–69.07%),0.9767441860465116,0.9191198543736794,0.9935990737957292,84/86 (97.67%; 95% CI 91.91–99.36%)
llava,appfr,H02,2,1,5,2,63,16,86,84,0.023255813953488372,0.0064009262042708515,0.08088014562632057,2/86 (2.33%; 95% CI 0.64–8.09%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.05813953488372093,0.025086935621079658,0.12897844802678554,5/86 (5.81%; 95% CI 2.51–12.90%),0.7325581395348837,0.6305495916710698,0.8146791537774222,63/86 (73.26%; 95% CI 63.05–81.47%),0.9767441860465116,0.9191198543736794,0.9935990737957292,84/86 (97.67%; 95% CI 91.91–99.36%)
llava,appfr,H02,2,2,8,2,60,16,86,84,0.023255813953488372,0.0064009262042708515,0.08088014562632057,2/86 (2.33%; 95% CI 0.64–8.09%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.09302325581395349,0.04789228421527053,0.1729574112498685,8/86 (9.30%; 95% CI 4.79–17.30%),0.6976744186046512,0.5938796504460166,0.7845647831852016,60/86 (69.77%; 95% CI 59.39–78.46%),0.9767441860465116,0.9191198543736794,0.9935990737957292,84/86 (97.67%; 95% CI 91.91–99.36%)
llava,appfr,H02,2,3,12,2,56,16,86,84,0.023255813953488372,0.0064009262042708515,0.08088014562632057,2/86 (2.33%; 95% CI 0.64–8.09%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.13953488372093023,0.08165847155571476,0.22823697299912266,12/86 (13.95%; 95% CI 8.17–22.82%),0.6511627906976745,0.5459355200216183,0.7434631645199017,56/86 (65.12%; 95% CI 54.59–74.35%),0.9767441860465116,0.9191198543736794,0.9935990737957292,84/86 (97.67%; 95% CI 91.91–99.36%)
llava,appfr,H02,2,4,15,2,53,16,86,84,0.023255813953488372,0.0064009262042708515,0.08088014562632057,2/86 (2.33%; 95% CI 0.64–8.09%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.1744186046511628,0.10864769842075103,0.2680320579513602,15/86 (17.44%; 95% CI 10.86–26.80%),0.6162790697674418,0.5106287727439646,0.7119855999802814,53/86 (61.63%; 95% CI 51.06–71.20%),0.9767441860465116,0.9191198543736794,0.9935990737957292,84/86 (97.67%; 95% CI 91.91–99.36%)
llava,appfr,H02,2,5,16,2,52,16,86,84,0.023255813953488372,0.0064009262042708515,0.08088014562632057,2/86 (2.33%; 95% CI 0.64–8.09%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.18604651162790697,0.11789108340273816,0.2810501102417977,16/86 (18.60%; 95% CI 11.79–28.11%),0.6046511627906976,0.4989772079672809,0.7013757274845405,52/86 (60.47%; 95% CI 49.90–70.14%),0.9767441860465116,0.9191198543736794,0.9935990737957292,84/86 (97.67%; 95% CI 91.91–99.36%)
llava,appfr,H04,4,1,4,10,61,11,86,76,0.11627906976744186,0.06440045821928717,0.20097211179070104,10/86 (11.63%; 95% CI 6.44–20.10%),0.12790697674418605,0.07294621791742709,0.21468778936498575,11/86 (12.79%; 95% CI 7.29–21.47%),0.046511627906976744,0.01823396823832083,0.1135699781371198,4/86 (4.65%; 95% CI 1.82–11.36%),0.7093023255813954,0.6060316083912257,0.7946742625124171,61/86 (70.93%; 95% CI 60.60–79.47%),0.8837209302325582,0.7990278882092989,0.9355995417807128,76/86 (88.37%; 95% CI 79.90–93.56%)
llava,appfr,H04,4,2,7,10,58,11,86,76,0.11627906976744186,0.06440045821928717,0.20097211179070104,10/86 (11.63%; 95% CI 6.44–20.10%),0.12790697674418605,0.07294621791742709,0.21468778936498575,11/86 (12.79%; 95% CI 7.29–21.47%),0.08139534883720931,0.03998643153878242,0.15860182665393202,7/86 (8.14%; 95% CI 4.00–15.86%),0.6744186046511628,0.569778553659483,0.7641430054268858,58/86 (67.44%; 95% CI 56.98–76.41%),0.8837209302325582,0.7990278882092989,0.9355995417807128,76/86 (88.37%; 95% CI 79.90–93.56%)
llava,appfr,H04,4,3,10,10,55,11,86,76,0.11627906976744186,0.06440045821928717,0.20097211179070104,10/86 (11.63%; 95% CI 6.44–20.10%),0.12790697674418605,0.07294621791742709,0.21468778936498575,11/86 (12.79%; 95% CI 7.29–21.47%),0.11627906976744186,0.06440045821928717,0.20097211179070104,10/86 (11.63%; 95% CI 6.44–20.10%),0.6395348837209303,0.5341068512119144,0.7330303960571808,55/86 (63.95%; 95% CI 53.41–73.30%),0.8837209302325582,0.7990278882092989,0.9355995417807128,76/86 (88.37%; 95% CI 79.90–93.56%)
llava,appfr,H04,4,4,13,10,52,11,86,76,0.11627906976744186,0.06440045821928717,0.20097211179070104,10/86 (11.63%; 95% CI 6.44–20.10%),0.12790697674418605,0.07294621791742709,0.21468778936498575,11/86 (12.79%; 95% CI 7.29–21.47%),0.1511627906976744,0.09052122983132334,0.24163565199593867,13/86 (15.12%; 95% CI 9.05–24.16%),0.6046511627906976,0.4989772079672809,0.7013757274845405,52/86 (60.47%; 95% CI 49.90–70.14%),0.8837209302325582,0.7990278882092989,0.9355995417807128,76/86 (88.37%; 95% CI 79.90–93.56%)
llava,appfr,H04,4,5,14,10,51,11,86,76,0.11627906976744186,0.06440045821928717,0.20097211179070104,10/86 (11.63%; 95% CI 6.44–20.10%),0.12790697674418605,0.07294621791742709,0.21468778936498575,11/86 (12.79%; 95% CI 7.29–21.47%),0.16279069767441862,0.09952131046989598,0.25489700862979064,14/86 (16.28%; 95% CI 9.95–25.49%),0.5930232558139535,0.487382730957907,0.6907087672214898,51/86 (59.30%; 95% CI 48.74–69.07%),0.8837209302325582,0.7990278882092989,0.9355995417807128,76/86 (88.37%; 95% CI 79.90–93.56%)
llava,appfr,H06,6,1,4,10,60,12,86,76,0.11627906976744186,0.06440045821928717,0.20097211179070104,10/86 (11.63%; 95% CI 6.44–20.10%),0.13953488372093023,0.08165847155571476,0.22823697299912266,12/86 (13.95%; 95% CI 8.17–22.82%),0.046511627906976744,0.01823396823832083,0.1135699781371198,4/86 (4.65%; 95% CI 1.82–11.36%),0.6976744186046512,0.5938796504460166,0.7845647831852016,60/86 (69.77%; 95% CI 59.39–78.46%),0.8837209302325582,0.7990278882092989,0.9355995417807128,76/86 (88.37%; 95% CI 79.90–93.56%)
llava,appfr,H06,6,2,7,10,57,12,86,76,0.11627906976744186,0.06440045821928717,0.20097211179070104,10/86 (11.63%; 95% CI 6.44–20.10%),0.13953488372093023,0.08165847155571476,0.22823697299912266,12/86 (13.95%; 95% CI 8.17–22.82%),0.08139534883720931,0.03998643153878242,0.15860182665393202,7/86 (8.14%; 95% CI 4.00–15.86%),0.6627906976744186,0.557825607589722,0.7538345142242223,57/86 (66.28%; 95% CI 55.78–75.38%),0.8837209302325582,0.7990278882092989,0.9355995417807128,76/86 (88.37%; 95% CI 79.90–93.56%)
