metric,model,approach,history,history_frames,bags,median_bag_value,mean_bag_value,q1_bag_value,q3_bag_value,iqr_bag_value,minimum_bag_value,maximum_bag_value,average_rank,pooled_frame_value,huron_median_bag_value,pal_median_bag_value,crowdbot_median_bag_value
macro_f1,internvl,appfr,H04,4,25,0.3227418745275888,0.31958548443157103,0.23261977410059478,0.37726865891963907,0.14464888481904428,0.1775793650793651,0.5071345029239765,5.08,0.41054597781794366,0.3769075665923804,0.23261977410059478,0.21992337164750955
macro_f1,internvl,appfr,H06,6,25,0.27574550283713634,0.28780398882757835,0.22553789869774998,0.3292306994877374,0.10369280078998744,0.17936302966364212,0.4294401062100788,5.88,0.35905760230688083,0.3249397929835567,0.21157304559399134,0.22553789869774998
macro_f1,internvl,appfr,H08,8,25,0.2739420612432876,0.2836374332937096,0.21836178146526075,0.3263816224266531,0.10801984096139233,0.17488531305677532,0.4484739597196345,6.48,0.35956120899126304,0.31645513837475764,0.23563917774122367,0.2179002822442774
macro_f1,internvl,appfr,H10,10,25,0.2721359352183725,0.2623356457472152,0.19894343512433965,0.28545097731607355,0.0865075421917339,0.1263711001642036,0.42330631595045115,11.68,0.3401867271236789,0.2834385994071858,0.1907732294558573,0.21436881908086095
macro_f1,internvl,appfr,H12,12,25,0.257853459130024,0.2694828221288431,0.20481503887432498,0.3055708720099506,0.10075583313562561,0.13270983213429258,0.44133807369101485,10.26,0.34193535011655835,0.29916056375734906,0.19634852957253746,0.21436881908086095
macro_f1,internvl,appfr,H14,14,25,0.3126042411246128,0.3196696749404204,0.24746450591848634,0.3861962853060776,0.13873177938759124,0.20140687959180928,0.4726689408706952,5.32,0.40122436211818474,0.3778556354621263,0.22473051777205919,0.2320832641666213
macro_f1,internvl,appfr,H16,16,25,0.31310968355936236,0.31279949766847054,0.2244861879187241,0.376996336996337,0.1525101490776129,0.1966525265820065,0.46935128620703986,6.28,0.40061162499422837,0.3671739035375399,0.21232532970610662,0.22440246315497814
macro_f1,internvl,appfr,H18,18,25,0.2585837117186745,0.26287362921275015,0.19894343512433965,0.2973610496830311,0.09841761455869147,0.1263501632755589,0.45404560329636845,11.76,0.32939895405662506,0.2794752318438058,0.17752647925459905,0.21436881908086095
macro_f1,internvl,appfr,H20,20,25,0.26465592026953416,0.2731157288730893,0.21436881908086095,0.3148709058180393,0.10050208673717834,0.14603797405121638,0.4860111212918927,9.68,0.3468086863874007,0.299736703882776,0.2240740740740741,0.21436881908086095
macro_f1,internvl,appfr,H22,22,25,0.2679017355810213,0.26754820442498156,0.19785612811571743,0.29467418400992,0.09681805589420259,0.14402234282268558,0.4819306558363417,11.1,0.33918291954860175,0.283117460007909,0.17861760174442776,0.21436881908086095
macro_f1,internvl,appfr,H24,24,25,0.26820786612539615,0.26629643248288826,0.19876256767208045,0.3055184498771089,0.10675588220502846,0.14503170224093703,0.47779635823114086,10.98,0.33499438645443963,0.28543220223039645,0.16596834264432028,0.21436881908086095
macro_f1,internvl,appfr,H26,26,25,0.24980067593788144,0.267816811033753,0.21064446500154177,0.3027235514488504,0.09207908644730861,0.15525439847836423,0.4359281941199991,10.58,0.33909359794529853,0.30130611312523947,0.1920322212927205,0.21436881908086095
macro_f1,internvl,appfr,H28,28,25,0.2734472807402975,0.27351745011002004,0.21147335682043378,0.30744253175476527,0.09596917493433149,0.16743388266926265,0.4407140953903544,9.04,0.35094805746748153,0.30693621707637747,0.20527670527670527,0.21436881908086095
macro_f1,internvl,appfr,H30,30,25,0.27515873015873016,0.2709861229970117,0.2068480987166108,0.3095217071376012,0.10267360842099038,0.1775793650793651,0.42163408424996396,9.92,0.35353880579200775,0.30178105404177563,0.20273913512347674,0.21436881908086095
macro_f1,internvl,appfr,H32,32,25,0.27574550283713634,0.2731370986646209,0.21436881908086095,0.3140187059008197,0.09964988681995876,0.17672267660315746,0.4118999323867478,9.44,0.35774307794234966,0.31328330378260494,0.2290713050554369,0.21436881908086095
macro_f1,internvl,appod,H02,2,25,0.31473893605676556,0.3085541323081395,0.2746709152110938,0.3378330531712302,0.06316213796013637,0.20395602822740388,0.46865212082603386,5.6,0.3800076010479378,0.33269833928741827,0.2908148172722573,0.23576021337811906
macro_f1,internvl,appod,H04,4,25,0.31549096065225096,0.3020294712799199,0.23834614406696786,0.3397196971728385,0.10137355310587065,0.18209893690666737,0.4339250493096647,6.88,0.3814993392383743,0.3363230232995527,0.2736822873846716,0.22238014929976088
macro_f1,internvl,appod,H06,6,25,0.27216861517257485,0.2693804150737962,0.21992337164750955,0.31043988972791564,0.09051651808040609,0.17917917917917917,0.4378733572281959,12.44,0.3378556916494581,0.2837945789188083,0.22097614067737173,0.2133549492558708
macro_f1,internvl,appod,H08,8,25,0.2660627238981435,0.26843594723805025,0.21391903139235982,0.30629319752637324,0.09237416613401342,0.1789105447276362,0.44784053156146175,13.26,0.3372838882137504,0.2907570350752169,0.21391903139235982,0.210914719826828
macro_f1,internvl,appod,H10,10,25,0.2816914950485849,0.29503836880610845,0.2562923796235098,0.317142294755288,0.060849915131778176,0.1972258280946894,0.4679182064547918,8.48,0.3488395506568895,0.28881830669008773,0.23408748114630465,0.27028532887598605
macro_f1,internvl,appod,H12,12,25,0.27979257390295303,0.2957202142913896,0.26509406537124885,0.32694582668963873,0.061851761318389875,0.17959553227366007,0.47887166596844016,9.06,0.3465505452466056,0.2948064023744686,0.2380952380952381,0.27979257390295303
macro_f1,internvl,appod,H14,14,25,0.31586402266288954,0.3089029765178619,0.2405794015258129,0.35944912012241775,0.11886971859660486,0.1803491135932799,0.5187284393783543,6.16,0.39169362504936056,0.35426731078904994,0.26644313570995243,0.22589458840119866
macro_f1,internvl,appod,H16,16,25,0.3153664302600473,0.30282171896791993,0.22604293480053284,0.34582219129456676,0.11977925649403393,0.17817282766947196,0.4938819388810145,7.64,0.3847445122424456,0.3413437861199055,0.26852419107906383,0.2224055425967015
macro_f1,internvl,appod,H18,18,25,0.28704978270195664,0.2973575876584964,0.25257089979596636,0.32910745719981566,0.07653655740384929,0.2092905384964283,0.46996849935145724,8.12,0.3497336920578707,0.3101835192515293,0.22973796465569774,0.2618709631627511
macro_f1,internvl,appod,H20,20,25,0.2860610655074249,0.28982955475350464,0.2352528608342562,0.3178787909015039,0.0826259300672477,0.20299897147187787,0.4574983628028815,9.44,0.3534934356395923,0.3081982460802551,0.23577724358974358,0.2352528608342562
macro_f1,internvl,appod,H22,22,25,0.3003328701719757,0.3110852471890278,0.27921514848917944,0.34842794378008146,0.06921279529090202,0.21443484939377208,0.48561289448733574,5.84,0.36054562296775394,0.3220457773105369,0.22049367351171956,0.2955940478326347
macro_f1,internvl,appod,H24,24,25,0.29418026418026416,0.3071720665497945,0.27068249923881865,0.3446530804586192,0.07397058121980055,0.21632692811208817,0.5040309106098579,7.16,0.35843685629813243,0.31003742124958555,0.2203548085901027,0.2871309481478973
macro_f1,internvl,appod,H26,26,25,0.27334846273174546,0.29155306122885033,0.2518130076101554,0.3072147097771856,0.05540170216703022,0.21975609756097558,0.5624412444975005,9.38,0.3501470383786325,0.25921046210901283,0.27972656952689334,0.28133447967169817
macro_f1,internvl,appod,H28,28,25,0.2681978664556958,0.2867867300610624,0.2452825025441049,0.2959865561069515,0.0507040535628466,0.19894185054248448,0.5583123576651084,10.58,0.34765459573607965,0.25830996620754115,0.28066397487662625,0.27302360096817374
macro_f1,internvl,appod,H30,30,25,0.30146940525694527,0.31105121635959493,0.27609760582426757,0.31981436031067884,0.04371675448641127,0.2458683185928773,0.5514565949348559,6.58,0.3772157641041048,0.28260542951910966,0.3131929348932277,0.30146940525694527
macro_f1,internvl,appod,H32,32,25,0.2824465157970579,0.29216451740676336,0.251451126202836,0.30583891011225806,0.05438778390942206,0.19328531517373845,0.5624412444975005,9.38,0.3702657358541128,0.2824465157970579,0.30613079756909095,0.23808055756226024
macro_f1,llava,appfr,H02,2,25,0.3148300453788703,0.31617182269580835,0.28356703754960255,0.3398765012463177,0.056309463696715134,0.1457062493840077,0.46996849935145724,11.12,0.38811642166816407,0.32865204921824404,0.2627030491816183,0.2885097550850975
macro_f1,llava,appfr,H04,4,25,0.3300872329502307,0.33508947167930586,0.29832696390658175,0.3674582205111811,0.06913125660459934,0.23983230859019775,0.4679182064547918,8.1,0.3841700978508726,0.3370697745721582,0.28860181035240356,0.3223602923505379
macro_f1,llava,appfr,H06,6,25,0.33464061827504255,0.33403897306698427,0.30672865158624824,0.35853084113987577,0.05180218955362753,0.21616085287589426,0.4679182064547918,8.4,0.37147274346107917,0.33754728132387707,0.30744822979291914,0.31723378791561124
macro_f1,llava,appfr,H08,8,25,0.3258503401360544,0.3326526668394116,0.3153887634990162,0.35418416528935576,0.03879540179033958,0.1958230325813036,0.47887166596844016,9.26,0.3562738503035557,0.3397589758975898,0.3101276313608487,0.3180871227126833
macro_f1,llava,appfr,H10,10,25,0.3310458645173671,0.3336454551641756,0.31648403440556144,0.35061159070941733,0.03412755630385589,0.2056078099608488,0.46584107327141383,8.94,0.3584528029111291,0.33715471725697804,0.3086142322097378,0.3241896843539422
macro_f1,llava,appfr,H12,12,25,0.32563923005099477,0.3328668453088725,0.31236538554083265,0.3517988225691422,0.03943343702830954,0.2322917007515025,0.4511311086114236,9.1,0.3657917836291093,0.33336239660183326,0.3101276313608487,0.31236538554083265
macro_f1,llava,appfr,H14,14,25,0.3340818483250672,0.33365953989795666,0.31030483764082173,0.3550443708338445,0.04473953319302276,0.22879553672945185,0.441651127929509,9.04,0.36667674368021874,0.3413558887607331,0.31030483764082173,0.3146047079850231
macro_f1,llava,appfr,H16,16,25,0.33161226977934927,0.3346971724084827,0.3186676924724456,0.35555211611549636,0.03688442364305078,0.20314677386442348,0.441651127929509,8.0,0.36048747538643416,0.35373949915149977,0.3126799967086316,0.32484733276145206
macro_f1,llava,appfr,H18,18,25,0.33393538029299613,0.336093434157601,0.3159114315139032,0.3593239896431386,0.04341255812923539,0.20697095661231238,0.441651127929509,7.14,0.3616717459449717,0.3506592438663554,0.31241765480895917,0.3256246708408918
macro_f1,llava,appfr,H20,20,25,0.3345365455080643,0.3371612533847353,0.31561540278762107,0.35852909366212415,0.042913690874503085,0.2126095501257497,0.4387351778656126,6.76,0.3644941556443786,0.357285350552537,0.3105703170267362,0.32784229681330673
macro_f1,llava,appfr,H22,22,25,0.3344573631582695,0.3347786277722918,0.31470146414841915,0.356663047723957,0.041961583575537864,0.20422741911872344,0.4332233223322332,8.26,0.35859549297347443,0.351231944525302,0.311276332094176,0.3192874854181927
macro_f1,llava,appfr,H24,24,25,0.3305450336700337,0.33495052999532166,0.3133525748139146,0.3568350056949665,0.043482430881051914,0.20575205931022186,0.4380764163372859,8.42,0.3537495646249132,0.3567017363784107,0.3111000909166047,0.31987687842142826
macro_f1,llava,appfr,H26,26,25,0.32787711101506123,0.3310963937030605,0.311276332094176,0.35875810630859234,0.04748177421441635,0.20976877159492646,0.43256325632563253,9.4,0.34938939261009416,0.3538300192969209,0.311276332094176,0.31743922632290045
macro_f1,llava,appfr,H28,28,25,0.3307403209196833,0.3324534649205421,0.31171617161716175,0.3576884920634921,0.04597232044633037,0.20592546701124603,0.44434566145092463,8.26,0.3502045635056435,0.3541731895830256,0.31171617161716175,0.3210510096100465
macro_f1,llava,appfr,H30,30,25,0.33289997585995285,0.3339663665902332,0.31320351655574724,0.3580794351412806,0.04487591858553336,0.19995903529949344,0.4596235579842138,7.58,0.3521155283702844,0.34861383561556875,0.31320351655574724,0.32285136561827105
macro_f1,llava,appfr,H32,32,25,0.3265323246927605,0.33198202890478146,0.3109372871019675,0.3569025298574548,0.0459652427554873,0.19840066779883547,0.4559661441709814,8.22,0.34989124351666856,0.35390164929009965,0.3122425440764541,0.32331144657175587
macro_f1,llava,appod,H02,2,25,0.32039702196951203,0.32151128969542403,0.294354712060314,0.35549525101763907,0.061140538957325075,0.13240635675390092,0.4474638000411197,8.8,0.36015416498750735,0.32910745719981566,0.248892661546832,0.32039702196951203
macro_f1,llava,appod,H04,4,25,0.32715471051100703,0.32787389534819456,0.30618145215131626,0.3497284840633991,0.04354703191208287,0.22462744293961143,0.4529018080111877,7.68,0.36692616465575734,0.3430768738369248,0.29009103641456585,0.3074449703252949
macro_f1,llava,appod,H06,6,25,0.3275572293050742,0.3306823372203022,0.30362869198312237,0.347262833008447,0.043634141025324646,0.21820648718109328,0.46446164672765655,7.84,0.3681925503256733,0.33810436292005536,0.30362869198312237,0.29789560263200127
macro_f1,llava,appod,H08,8,25,0.33055555555555555,0.3320287160775206,0.3071780730341773,0.3532921601230672,0.046114087088889866,0.20475921972285294,0.49350227420402853,7.9,0.3578539042306405,0.33906867104646604,0.3071780730341773,0.30175258004064714
