metric,model,approach,bags,histories,degrees_of_freedom,friedman_chi2,raw_p,kendalls_w,holm_p,significant_raw,significant_holm
macro_f1,qwen,appfr,25,16,15,22.12333003463628,0.1046106197663735,0.05899554675903008,0.418442479065494,False,False
macro_f1,qwen,appod,25,16,15,19.352955054854267,0.19818287740900564,0.05160788014627805,0.5945486322270169,False,False
macro_f1,internvl,appfr,25,16,15,143.62876254180614,4.417885401137908e-23,0.3830100334448164,2.6507312406827446e-22,True,True
macro_f1,internvl,appod,25,16,15,82.97663881369911,1.9864618378240284e-11,0.22127103683653096,9.932309189120143e-11,True,True
macro_f1,llava,appfr,25,16,15,17.044330625220855,0.31622123136738234,0.04545154833392228,0.624864928086918,False,False
macro_f1,llava,appod,25,16,15,17.108284755343725,0.312432464043459,0.0456220926809166,0.624864928086918,False,False
