metric,direction,approach,history,history_frames,n_complete_bags,test_performed,qwen_median_original,internvl_median_original,llava_median_original,qwen_median_oriented,internvl_median_oriented,llava_median_oriented,best_median_model,friedman_chi2,degrees_of_freedom,raw_p,kendalls_w,holm_p,significant_holm
entropy,more negative correctness correlation is better,appfr,H12,12,11,True,-0.19557787883139388,0.050573656363689434,-0.24475533409612077,0.19557787883139388,-0.050573656363689434,0.24475533409612077,llava,16.54545454545456,2,0.00025538782834452984,0.75206611570248,0.001532326970067179,True
entropy,more negative correctness correlation is better,appfr,H14,14,24,True,-0.25195136470005713,0.04724373128423154,-0.24424427857799402,0.25195136470005713,-0.04724373128423154,0.24424427857799402,qwen,26.333333333333314,2,1.91332753524232e-06,0.5486111111111107,1.91332753524232e-05,True
entropy,more negative correctness correlation is better,appfr,H16,16,24,True,-0.23145085682491115,0.019337992111139516,-0.26221688264912985,0.23145085682491115,-0.019337992111139516,0.26221688264912985,llava,19.083333333333314,2,7.179708607360976e-05,0.39756944444444403,0.0005025796025152683,True
entropy,more negative correctness correlation is better,appfr,H18,18,11,True,-0.2367292693924306,0.07168407889486156,-0.28024999449968657,0.2367292693924306,-0.07168407889486156,0.28024999449968657,llava,13.818181818181813,2,0.0009986652614481502,0.6280991735537188,0.004993326307240751,True
entropy,more negative correctness correlation is better,appfr,H20,20,10,True,-0.17936371097795045,0.04016417879203539,-0.3082239256864801,0.17936371097795045,-0.04016417879203539,0.3082239256864801,llava,12.599999999999994,2,0.001836304777028912,0.6299999999999997,0.005508914331086736,True
entropy,more negative correctness correlation is better,appfr,H22,22,11,True,-0.20402451043122272,0.06903484249708272,-0.28106896001081544,0.20402451043122272,-0.06903484249708272,0.28106896001081544,llava,13.636363636363654,2,0.0010937076750024428,0.6198347107438025,0.004993326307240751,True
entropy,more negative correctness correlation is better,appfr,H24,24,10,True,-0.17182574179956295,0.0490171885956938,-0.31809395872491286,0.17182574179956295,-0.0490171885956938,0.31809395872491286,llava,12.599999999999994,2,0.001836304777028912,0.6299999999999997,0.005508914331086736,True
entropy,more negative correctness correlation is better,appfr,H26,26,21,True,-0.22222949396550104,0.6943486978317059,-0.29235761823034495,0.22222949396550104,-0.6943486978317059,0.29235761823034495,llava,31.714285714285722,2,1.298166382505417e-07,0.7551020408163267,2.077066212008667e-06,True
entropy,more negative correctness correlation is better,appfr,H28,28,22,True,-0.19995330138887665,0.5638063666522437,-0.28971323624904716,0.19995330138887665,-0.5638063666522437,0.28971323624904716,llava,24.636363636363626,2,4.469733288228989e-06,0.5599173553719006,4.02275995940609e-05,True
entropy,more negative correctness correlation is better,appfr,H30,30,24,True,-0.2055710059466151,0.5446632439047072,-0.27773950103943856,0.2055710059466151,-0.5446632439047072,0.27773950103943856,llava,30.25,2,2.699578503363014e-07,0.6302083333333334,4.0493677550445215e-06,True
entropy,more negative correctness correlation is better,appfr,H32,32,23,True,-0.21268793501811534,0.5065909889566705,-0.27155274418207753,0.21268793501811534,-0.5065909889566705,0.27155274418207753,llava,28.782608695652186,2,5.622583766208304e-07,0.625708884688091,7.871617272691625e-06,True
entropy,more negative correctness correlation is better,appod,H02,2,23,True,-0.23991195636241888,0.03179799820587817,0.02021153497654645,0.23991195636241888,-0.03179799820587817,-0.02021153497654645,qwen,19.043478260869563,2,7.324217582596509e-05,0.4139886578449905,0.0006591795824336858,True
entropy,more negative correctness correlation is better,appod,H04,4,21,True,-0.21746205855555537,0.04814769996467545,-0.041918042841911245,0.21746205855555537,-0.04814769996467545,0.041918042841911245,qwen,14.095238095238074,2,0.0008694766773238058,0.3356009070294779,0.005216860063942835,True
entropy,more negative correctness correlation is better,appod,H06,6,23,True,-0.1752177570286594,0.2642740845607095,-0.08390368977909674,0.1752177570286594,-0.2642740845607095,0.08390368977909674,qwen,12.086956521739125,2,0.0023732896201560413,0.26275992438563317,0.006562473354548655,True
entropy,more negative correctness correlation is better,appod,H08,8,23,True,-0.2259728208530447,0.26846399349630246,-0.1273193735982444,0.2259728208530447,-0.26846399349630246,0.1273193735982444,qwen,14.69565217391306,2,0.0006439908197832157,0.31947069943289264,0.00450793573848251,True
entropy,more negative correctness correlation is better,appod,H10,10,23,True,-0.23789142404891436,0.17992949540952202,-0.14190155543135918,0.23789142404891436,-0.17992949540952202,0.14190155543135918,qwen,22.521739130434753,2,1.2866679596955502e-05,0.48960302457466853,0.00016726683476042152,True
entropy,more negative correctness correlation is better,appod,H12,12,23,True,-0.2018951127793137,0.20396758212040972,-0.12987353294841042,0.2018951127793137,-0.20396758212040972,0.12987353294841042,qwen,24.260869565217376,2,5.392859562718247e-06,0.5274102079395082,8.08928934407737e-05,True
entropy,more negative correctness correlation is better,appod,H14,14,23,True,-0.18339477706367152,0.07719973762014563,-0.12966223416122194,0.18339477706367152,-0.07719973762014563,0.12966223416122194,qwen,21.47826086956519,2,2.167978204360548e-05,0.466918714555765,0.00021679782043605478,True
entropy,more negative correctness correlation is better,appod,H16,16,23,True,-0.20113441184706699,0.0581638101643531,-0.12438999394257502,0.20113441184706699,-0.0581638101643531,0.12438999394257502,qwen,16.434782608695627,2,0.000269918281915759,0.35727788279773104,0.002159346255326072,True
entropy,more negative correctness correlation is better,appod,H18,18,23,True,-0.2591186489347052,0.19881673814227602,-0.10739459996595017,0.2591186489347052,-0.19881673814227602,0.10739459996595017,qwen,24.260869565217376,2,5.392859562718247e-06,0.5274102079395082,8.08928934407737e-05,True
entropy,more negative correctness correlation is better,appod,H20,20,23,True,-0.2581748314050134,0.17305407947002552,-0.10342640839427882,0.2581748314050134,-0.17305407947002552,0.10342640839427882,qwen,22.521739130434753,2,1.2866679596955502e-05,0.48960302457466853,0.00016726683476042152,True
entropy,more negative correctness correlation is better,appod,H22,22,23,True,-0.2631903857373516,0.18743679035449087,-0.08450532660922094,0.2631903857373516,-0.18743679035449087,0.08450532660922094,qwen,25.30434782608694,2,3.2005947276273227e-06,0.5500945179584117,5.120951564203716e-05,True
entropy,more negative correctness correlation is better,appod,H24,24,23,True,-0.2542386860214263,0.1908212032923633,-0.14396148723591548,0.2542386860214263,-0.1908212032923633,0.14396148723591548,qwen,22.521739130434753,2,1.2866679596955502e-05,0.48960302457466853,0.00016726683476042152,True
entropy,more negative correctness correlation is better,appod,H26,26,24,True,-0.21307951656776355,0.0005420612621423702,-0.18023137924228855,0.21307951656776355,-0.0005420612621423702,0.18023137924228855,qwen,12.25,2,0.002187491118182885,0.2552083333333333,0.006562473354548655,True
entropy,more negative correctness correlation is better,appod,H28,28,23,True,-0.20970990327882733,-0.06592643180902856,-0.1669094032403216,0.20970990327882733,0.06592643180902856,0.1669094032403216,qwen,5.826086956521749,2,0.05431018621163179,0.12665406427221193,0.05431018621163179,False
entropy,more negative correctness correlation is better,appod,H30,30,23,True,-0.20744043926578754,-0.022397313620267888,-0.16826985943095252,0.20744043926578754,0.022397313620267888,0.16826985943095252,qwen,13.652173913043498,2,0.0010850958482160782,0.2967863894139891,0.005425479241080391,True
entropy,more negative correctness correlation is better,appod,H32,32,23,True,-0.19215382588393626,0.0153942168025993,-0.18319970243717976,0.19215382588393626,-0.0153942168025993,0.18319970243717976,qwen,13.130434782608688,2,0.0014085177181167642,0.2854442344045367,0.005634070872467057,True
ece,lower calibration error is better,appfr,H02,2,25,True,0.09114624958895727,0.16056551745041744,0.17072606546026609,-0.09114624958895727,-0.16056551745041744,-0.17072606546026609,qwen,8.240000000000009,2,0.016244514441949798,0.16480000000000017,0.016244514441949798,True
ece,lower calibration error is better,appfr,H04,4,25,True,0.07455966101348581,0.20872849090670081,0.16756308745405538,-0.07455966101348581,-0.20872849090670081,-0.16756308745405538,qwen,12.560000000000002,2,0.0018734005942224218,0.25120000000000003,0.0037468011884448436,True
ece,lower calibration error is better,appfr,H06,6,25,True,0.07770765596439622,0.4225512965994696,0.19210023790322614,-0.07770765596439622,-0.4225512965994696,-0.19210023790322614,qwen,26.0,2,2.2603294069810534e-06,0.52,1.1301647034905268e-05,True
ece,lower calibration error is better,appfr,H08,8,25,True,0.07646094752290351,0.4367357278050894,0.2028865635081898,-0.07646094752290351,-0.4367357278050894,-0.2028865635081898,qwen,27.920000000000016,2,8.654640498933832e-07,0.5584000000000003,7.789176449040449e-06,True
ece,lower calibration error is better,appfr,H10,10,25,True,0.06531065705474422,0.5077186963979416,0.2020644585674772,-0.06531065705474422,-0.5077186963979416,-0.2020644585674772,qwen,36.56,2,1.1510571073753811e-08,0.7312000000000001,1.8416913718006097e-07,True
ece,lower calibration error is better,appfr,H12,12,25,True,0.06134977824987243,0.49529716038247107,0.17484487946356422,-0.06134977824987243,-0.49529716038247107,-0.17484487946356422,qwen,31.04000000000002,2,1.818652152100978e-07,0.6208000000000005,2.0005173673110756e-06,True
ece,lower calibration error is better,appfr,H14,14,25,True,0.07147385520245395,0.2686984076958947,0.18303796365151284,-0.07147385520245395,-0.2686984076958947,-0.18303796365151284,qwen,15.920000000000016,2,0.00034915311745982376,0.3184000000000003,0.0010474593523794712,True
ece,lower calibration error is better,appfr,H16,16,25,True,0.06840443322066472,0.2908468497386226,0.18918217547922042,-0.06840443322066472,-0.2908468497386226,-0.18918217547922042,qwen,16.639999999999986,2,0.00024359586422562063,0.3327999999999997,0.0009743834569024825,True
ece,lower calibration error is better,appfr,H18,18,25,True,0.06340020610919232,0.5077186963979416,0.1950720919672158,-0.06340020610919232,-0.5077186963979416,-0.1950720919672158,qwen,33.360000000000014,2,5.701223175160681e-08,0.6672000000000002,7.411590127708886e-07,True
ece,lower calibration error is better,appfr,H20,20,25,True,0.06130790826552689,0.4935611343561135,0.19517515709534045,-0.06130790826552689,-0.4935611343561135,-0.19517515709534045,qwen,28.879999999999995,2,5.355347802793116e-07,0.5775999999999999,5.355347802793116e-06,True
ece,lower calibration error is better,appfr,H22,22,25,True,0.06729509184815713,0.5077186963979416,0.21600710928852024,-0.06729509184815713,-0.5077186963979416,-0.21600710928852024,qwen,34.160000000000025,2,3.821644181233139e-08,0.6832000000000005,5.732466271849708e-07,True
ece,lower calibration error is better,appfr,H24,24,25,True,0.0615214629334815,0.49453701752170043,0.21749947119302063,-0.0615214629334815,-0.49453701752170043,-0.21749947119302063,qwen,34.160000000000025,2,3.821644181233139e-08,0.6832000000000005,5.732466271849708e-07,True
ece,lower calibration error is better,appfr,H26,26,25,True,0.061547931220153645,0.5077186963979416,0.22261689093073364,-0.061547931220153645,-0.5077186963979416,-0.22261689093073364,qwen,31.920000000000016,2,1.1712782232342687e-07,0.6384000000000003,1.4055338678811225e-06,True
ece,lower calibration error is better,appfr,H28,28,25,True,0.06423307567708414,0.4514037305263283,0.22328458218610758,-0.06423307567708414,-0.4514037305263283,-0.22328458218610758,qwen,27.920000000000016,2,8.654640498933832e-07,0.5584000000000003,7.789176449040449e-06,True
ece,lower calibration error is better,appfr,H30,30,25,True,0.06455798085026386,0.43113331354851064,0.21869365790120643,-0.06455798085026386,-0.43113331354851064,-0.21869365790120643,qwen,26.879999999999995,2,1.4557344617410605e-06,0.5375999999999999,1.0190141232187423e-05,True
ece,lower calibration error is better,appfr,H32,32,25,True,0.06295205108763796,0.41928580699879325,0.21466793821128624,-0.06295205108763796,-0.41928580699879325,-0.21466793821128624,qwen,26.879999999999995,2,1.4557344617410605e-06,0.5375999999999999,1.0190141232187423e-05,True
ece,lower calibration error is better,appod,H02,2,25,True,0.13166313889514708,0.3709304482913368,0.16367013633305183,-0.13166313889514708,-0.3709304482913368,-0.16367013633305183,qwen,21.439999999999998,2,2.20985182323138e-05,0.42879999999999996,4.41970364646276e-05,True
ece,lower calibration error is better,appod,H04,4,25,True,0.11482298942017893,0.30263588108776396,0.18315816237074214,-0.11482298942017893,-0.30263588108776396,-0.18315816237074214,qwen,24.319999999999993,2,5.235752394978121e-06,0.4863999999999999,1.619898312810813e-05,True
ece,lower calibration error is better,appod,H06,6,25,True,0.14080519816686657,0.4542651645341799,0.17545809941968776,-0.14080519816686657,-0.4542651645341799,-0.17545809941968776,qwen,29.75999999999999,2,3.449039032566354e-07,0.5951999999999998,4.483750742336261e-06,True
ece,lower calibration error is better,appod,H08,8,25,True,0.13950543038219423,0.504030025644074,0.18397383307998805,-0.13950543038219423,-0.504030025644074,-0.18397383307998805,qwen,29.75999999999999,2,3.449039032566354e-07,0.5951999999999998,4.483750742336261e-06,True
ece,lower calibration error is better,appod,H10,10,25,True,0.12974368173387302,0.45746164574616466,0.1664430781784602,-0.12974368173387302,-0.45746164574616466,-0.1664430781784602,qwen,26.639999999999986,2,1.6413360223486513e-06,0.5327999999999997,1.2587888673458228e-05,True
ece,lower calibration error is better,appod,H12,12,25,True,0.13710667392775647,0.45311616704584134,0.17364119887539348,-0.13710667392775647,-0.45311616704584134,-0.17364119887539348,qwen,27.439999999999998,2,1.1002204380606947e-06,0.5488,1.2102424818667642e-05,True
ece,lower calibration error is better,appod,H14,14,25,True,0.1293484259495052,0.26381624986924834,0.157304215703154,-0.1293484259495052,-0.26381624986924834,-0.157304215703154,qwen,19.75999999999999,2,5.118827786912668e-05,0.39519999999999983,5.118827786912668e-05,True
ece,lower calibration error is better,appod,H16,16,25,True,0.13286369135410245,0.2939628556783368,0.16929746096754406,-0.13286369135410245,-0.2939628556783368,-0.16929746096754406,qwen,25.28000000000003,2,3.2397966256216263e-06,0.5056000000000006,1.619898312810813e-05,True
ece,lower calibration error is better,appod,H18,18,25,True,0.13505134675208672,0.4305487568563475,0.1544516409323952,-0.13505134675208672,-0.4305487568563475,-0.1544516409323952,qwen,26.95999999999998,2,1.3986542970509143e-06,0.5391999999999996,1.2587888673458228e-05,True
ece,lower calibration error is better,appod,H20,20,25,True,0.13420951421584965,0.4513714551371456,0.1503170726233305,-0.13420951421584965,-0.4513714551371456,-0.1503170726233305,qwen,27.439999999999998,2,1.1002204380606947e-06,0.5488,1.2102424818667642e-05,True
ece,lower calibration error is better,appod,H22,22,25,True,0.13170589962256526,0.4165245271744589,0.14360541158114612,-0.13170589962256526,-0.4165245271744589,-0.14360541158114612,qwen,26.95999999999998,2,1.3986542970509143e-06,0.5391999999999996,1.2587888673458228e-05,True
ece,lower calibration error is better,appod,H24,24,25,True,0.13150012118512538,0.40404074233601384,0.15541030035089895,-0.13150012118512538,-0.40404074233601384,-0.15541030035089895,qwen,31.04000000000002,2,1.818652152100978e-07,0.6208000000000005,2.9098434433615647e-06,True
ece,lower calibration error is better,appod,H26,26,25,True,0.13112828670026522,0.45700684228699906,0.15723105623651829,-0.13112828670026522,-0.45700684228699906,-0.15723105623651829,qwen,30.319999999999993,2,2.6067276244598284e-07,0.6063999999999998,3.910091436689742e-06,True
ece,lower calibration error is better,appod,H28,28,25,True,0.13577691458565883,0.45298754968249727,0.16085503463749615,-0.13577691458565883,-0.45298754968249727,-0.16085503463749615,qwen,30.319999999999993,2,2.6067276244598284e-07,0.6063999999999998,3.910091436689742e-06,True
ece,lower calibration error is better,appod,H30,30,25,True,0.1300794593549631,0.3861868067579882,0.159054781249904,-0.1300794593549631,-0.3861868067579882,-0.159054781249904,qwen,26.0,2,2.2603294069810534e-06,0.52,1.356197644188632e-05,True
ece,lower calibration error is better,appod,H32,32,25,True,0.12372352536585778,0.3952238640585586,0.15036491167500834,-0.12372352536585778,-0.3952238640585586,-0.15036491167500834,qwen,25.28000000000003,2,3.2397966256216263e-06,0.5056000000000006,1.619898312810813e-05,True
mce,lower calibration error is better,appfr,H02,2,25,True,0.21208094009083067,0.16091110727895563,0.6452067866027621,-0.21208094009083067,-0.16091110727895563,-0.6452067866027621,internvl,15.439999999999998,2,0.0004438606039028744,0.30879999999999996,0.005326327246834493,True
mce,lower calibration error is better,appfr,H04,4,25,True,0.30512182034944874,0.29462631253860405,0.49432583573239985,-0.30512182034944874,-0.29462631253860405,-0.49432583573239985,internvl,2.240000000000009,2,0.32627979462303797,0.04480000000000018,0.9788393838691138,False
mce,lower calibration error is better,appfr,H06,6,25,True,0.3091674899985043,0.4253199695316616,0.48880290533878074,-0.3091674899985043,-0.4253199695316616,-0.48880290533878074,qwen,10.319999999999993,2,0.005741699685654225,0.20639999999999986,0.05167529717088802,False
mce,lower calibration error is better,appfr,H08,8,25,True,0.318521652084791,0.44550532551101674,0.4997661306277973,-0.318521652084791,-0.44550532551101674,-0.4997661306277973,qwen,2.0,2,0.36787944117144245,0.04,0.9788393838691138,False
mce,lower calibration error is better,appfr,H10,10,25,True,0.31232165589994376,0.5077186963979416,0.4249453859046858,-0.31232165589994376,-0.5077186963979416,-0.4249453859046858,qwen,4.560000000000002,2,0.10228420671553735,0.09120000000000004,0.5114210335776868,False
mce,lower calibration error is better,appfr,H12,12,25,True,0.27134713718736236,0.49578040764455344,0.40740920611728143,-0.27134713718736236,-0.49578040764455344,-0.40740920611728143,qwen,7.28000000000003,2,0.026252343965687572,0.1456000000000006,0.19387174276552918,False
mce,lower calibration error is better,appfr,H14,14,25,True,0.2602627231528136,0.2873388701090914,0.3886648747145334,-0.2602627231528136,-0.2873388701090914,-0.3886648747145334,qwen,7.439999999999998,2,0.024233967845691148,0.14879999999999996,0.19387174276552918,False
mce,lower calibration error is better,appfr,H16,16,25,True,0.26200158140388,0.2951822112415071,0.2920568613282246,-0.26200158140388,-0.2951822112415071,-0.2920568613282246,qwen,0.9599999999999795,2,0.6187833918061472,0.019199999999999592,0.9788393838691138,False
mce,lower calibration error is better,appfr,H18,18,25,True,0.2822785822751363,0.5077186963979416,0.2971179558837319,-0.2822785822751363,-0.5077186963979416,-0.2971179558837319,qwen,11.840000000000032,2,0.002685200176953778,0.23680000000000065,0.029537201946491558,True
mce,lower calibration error is better,appfr,H20,20,25,True,0.26246177080012645,0.4935611343561135,0.29673786678743297,-0.26246177080012645,-0.4935611343561135,-0.29673786678743297,qwen,4.560000000000002,2,0.10228420671553735,0.09120000000000004,0.5114210335776868,False
mce,lower calibration error is better,appfr,H22,22,25,True,0.29570077293509833,0.5077186963979416,0.3190877321031591,-0.29570077293509833,-0.5077186963979416,-0.3190877321031591,qwen,7.439999999999998,2,0.024233967845691148,0.14879999999999996,0.19387174276552918,False
mce,lower calibration error is better,appfr,H24,24,25,True,0.2591366658150629,0.49453701752170043,0.3383467463432689,-0.2591366658150629,-0.49453701752170043,-0.3383467463432689,qwen,10.639999999999986,2,0.004892753725239511,0.21279999999999974,0.04892753725239511,True
mce,lower calibration error is better,appfr,H26,26,25,True,0.29765787778110575,0.657229064039409,0.3298093365352186,-0.29765787778110575,-0.657229064039409,-0.3298093365352186,qwen,22.639999999999986,2,1.2127923946329875e-05,0.4527999999999997,0.00016979093524861825,True
mce,lower calibration error is better,appfr,H28,28,25,True,0.34461742784253674,0.6369168356997972,0.3250321741251816,-0.34461742784253674,-0.6369168356997972,-0.3250321741251816,llava,23.360000000000014,2,8.46136542174418e-06,0.4672000000000003,0.00013538184674790688,True
mce,lower calibration error is better,appfr,H30,30,25,True,0.284227219525631,0.6367324359210769,0.30263558651162814,-0.284227219525631,-0.6367324359210769,-0.30263558651162814,qwen,18.24000000000001,2,0.00010945467733573622,0.3648000000000002,0.001422910805364571,True
mce,lower calibration error is better,appfr,H32,32,25,True,0.29703823071085367,0.6186691851297139,0.30407863103377974,-0.29703823071085367,-0.6186691851297139,-0.30407863103377974,qwen,23.28000000000003,2,8.8066802953302e-06,0.46560000000000057,0.00013538184674790688,True
mce,lower calibration error is better,appod,H02,2,25,True,0.25261947864831097,0.3709304482913368,0.5655252040536429,-0.25261947864831097,-0.3709304482913368,-0.5655252040536429,qwen,11.759999999999991,2,0.0027947852750368567,0.23519999999999983,0.029537201946491558,True
mce,lower calibration error is better,appod,H04,4,25,True,0.3895533159463549,0.4624720364904168,0.4257917038256742,-0.3895533159463549,-0.4624720364904168,-0.4257917038256742,qwen,4.160000000000025,2,0.12493021219858087,0.0832000000000005,0.12493021219858087,False
mce,lower calibration error is better,appod,H06,6,25,True,0.3193299659275717,0.5000002777776236,0.541167028108428,-0.3193299659275717,-0.5000002777776236,-0.541167028108428,qwen,11.840000000000032,2,0.002685200176953778,0.23680000000000065,0.029537201946491558,True
mce,lower calibration error is better,appod,H08,8,25,True,0.2864582476672671,0.5238799585498342,0.5072987378236715,-0.2864582476672671,-0.5238799585498342,-0.5072987378236715,qwen,13.680000000000007,2,0.0010701033996396003,0.2736000000000001,0.014981447594954404,True
mce,lower calibration error is better,appod,H10,10,25,True,0.2457151271410576,0.5000002777776235,0.500843269848315,-0.2457151271410576,-0.5000002777776235,-0.500843269848315,qwen,15.360000000000014,2,0.0004619748987816483,0.30720000000000025,0.0069296234817247246,True
mce,lower calibration error is better,appod,H12,12,25,True,0.33210882734017977,0.5000002777776236,0.4970648310094426,-0.33210882734017977,-0.5000002777776236,-0.4970648310094426,qwen,6.720000000000027,2,0.034735258944738084,0.13440000000000055,0.06947051788947617,False
mce,lower calibration error is better,appod,H14,14,25,True,0.30073217786870166,0.5000002777776236,0.4990906362072206,-0.30073217786870166,-0.5000002777776236,-0.4990906362072206,qwen,12.079999999999984,2,0.0023815589136168902,0.24159999999999968,0.028578706963402683,True
mce,lower calibration error is better,appod,H16,16,25,True,0.29822751455944485,0.5000002777776236,0.501669235108223,-0.29822751455944485,-0.5000002777776236,-0.501669235108223,qwen,8.240000000000009,2,0.016244514441949798,0.16480000000000017,0.06497805776779919,False
mce,lower calibration error is better,appod,H18,18,25,True,0.31008649557386814,0.5000002777776235,0.4988646829339382,-0.31008649557386814,-0.5000002777776235,-0.4988646829339382,qwen,12.480000000000018,2,0.0019498555228451035,0.24960000000000038,0.025348121796986346,True
mce,lower calibration error is better,appod,H20,20,25,True,0.35531892121725284,0.5000002777776236,0.40028021624506044,-0.35531892121725284,-0.5000002777776236,-0.40028021624506044,qwen,10.160000000000025,2,0.006219909015942494,0.2032000000000005,0.037319454095654965,True
mce,lower calibration error is better,appod,H22,22,25,True,0.31515784532804214,0.5000002777776236,0.47366728249256645,-0.31515784532804214,-0.5000002777776236,-0.47366728249256645,qwen,16.079999999999984,2,0.0003223089501190213,0.32159999999999966,0.005156943201904341,True
mce,lower calibration error is better,appod,H24,24,25,True,0.3237137182391453,0.5000002777776236,0.4111858218744698,-0.3237137182391453,-0.5000002777776236,-0.4111858218744698,qwen,11.759999999999991,2,0.0027947852750368567,0.23519999999999983,0.029537201946491558,True
mce,lower calibration error is better,appod,H26,26,25,True,0.29910613297280503,0.5457157397982788,0.36902715223815064,-0.29910613297280503,-0.5457157397982788,-0.36902715223815064,qwen,11.519999999999982,2,0.003151111598444471,0.23039999999999963,0.029537201946491558,True
mce,lower calibration error is better,appod,H28,28,25,True,0.2561536812837272,0.6160902495779531,0.41930702259027186,-0.2561536812837272,-0.6160902495779531,-0.41930702259027186,qwen,11.759999999999991,2,0.0027947852750368567,0.23519999999999983,0.029537201946491558,True
mce,lower calibration error is better,appod,H30,30,25,True,0.3064801568549731,0.4937499999999998,0.30946673967122096,-0.3064801568549731,-0.4937499999999998,-0.30946673967122096,qwen,8.0,2,0.018315638888734182,0.16,0.06497805776779919,False
mce,lower calibration error is better,appod,H32,32,25,True,0.2952106208042212,0.48537083694952676,0.41549764647105475,-0.2952106208042212,-0.48537083694952676,-0.41549764647105475,qwen,8.95999999999998,2,0.011333413154667507,0.17919999999999958,0.056667065773337535,False
