metric,direction,approach,history,history_frames,friedman_holm_p,model_1,model_2,n_pairs,median_oriented_difference_model1_minus_model2,wilcoxon_statistic,raw_p,rank_biserial_model1_minus_model2,descriptive_better_model,holm_p,significant_holm,significant_better_model
pcs,higher positive correctness correlation is better,appod,H04,4,0.005216860063942835,qwen,internvl,21,0.25972766265668523,26.0,0.0010023117065429688,0.7748917748917749,qwen,0.0030069351196289062,True,qwen
pcs,higher positive correctness correlation is better,appod,H04,4,0.005216860063942835,qwen,llava,21,0.06590254928466782,60.0,0.05469322204589844,0.4805194805194805,qwen,0.05469322204589844,False,No difference
pcs,higher positive correctness correlation is better,appod,H04,4,0.005216860063942835,internvl,llava,21,-0.12262418771477028,28.0,0.0013742446899414062,-0.7575757575757576,llava,0.0030069351196289062,True,llava
pcs,higher positive correctness correlation is better,appod,H06,6,0.02278013407370439,qwen,internvl,23,0.4414649544857378,27.0,0.0002980232238769531,0.8043478260869565,qwen,0.0008940696716308594,True,qwen
pcs,higher positive correctness correlation is better,appod,H06,6,0.02278013407370439,qwen,llava,23,0.08804761084196566,42.0,0.0024156570434570312,0.6956521739130435,qwen,0.0048313140869140625,True,qwen
pcs,higher positive correctness correlation is better,appod,H06,6,0.02278013407370439,internvl,llava,23,-0.14906286449925324,42.0,0.0024156570434570312,-0.6956521739130435,llava,0.0048313140869140625,True,llava
pcs,higher positive correctness correlation is better,appod,H08,8,0.002452587743312286,qwen,internvl,23,0.3133026796972592,23.0,0.000152587890625,0.8333333333333334,qwen,0.000457763671875,True,qwen
pcs,higher positive correctness correlation is better,appod,H08,8,0.002452587743312286,qwen,llava,23,0.07660839691385848,32.0,0.0006387233734130859,0.7681159420289855,qwen,0.0012774467468261719,True,qwen
pcs,higher positive correctness correlation is better,appod,H08,8,0.002452587743312286,internvl,llava,23,-0.35401760738617194,32.0,0.0006387233734130859,-0.7681159420289855,llava,0.0012774467468261719,True,llava
pcs,higher positive correctness correlation is better,appod,H10,10,9.36684740349024e-06,qwen,internvl,23,0.5294759681491897,18.0,6.031990051269531e-05,0.8695652173913043,qwen,0.00012063980102539062,True,qwen
pcs,higher positive correctness correlation is better,appod,H10,10,9.36684740349024e-06,qwen,llava,23,0.06359312832527708,0.0,2.384185791015625e-07,1.0,qwen,7.152557373046875e-07,True,qwen
pcs,higher positive correctness correlation is better,appod,H10,10,9.36684740349024e-06,internvl,llava,23,-0.15499535559211253,33.0,0.0007376670837402344,-0.7608695652173914,llava,0.0007376670837402344,True,llava
pcs,higher positive correctness correlation is better,appod,H12,12,7.882124047131818e-07,qwen,internvl,23,0.4842599627750087,3.0,1.1920928955078125e-06,0.9782608695652174,qwen,2.384185791015625e-06,True,qwen
pcs,higher positive correctness correlation is better,appod,H12,12,7.882124047131818e-07,qwen,llava,23,0.11682016386298032,1.0,4.76837158203125e-07,0.9927536231884058,qwen,1.430511474609375e-06,True,qwen
pcs,higher positive correctness correlation is better,appod,H12,12,7.882124047131818e-07,internvl,llava,23,-0.2541412295494088,27.0,0.0002980232238769531,-0.8043478260869565,llava,0.0002980232238769531,True,llava
pcs,higher positive correctness correlation is better,appod,H14,14,9.36684740349024e-06,qwen,internvl,23,0.27782314485812415,6.0,3.337860107421875e-06,0.9565217391304348,qwen,1.0013580322265625e-05,True,qwen
pcs,higher positive correctness correlation is better,appod,H14,14,9.36684740349024e-06,qwen,llava,23,0.12277291800633039,16.0,4.029273986816406e-05,0.8840579710144928,qwen,8.058547973632812e-05,True,qwen
pcs,higher positive correctness correlation is better,appod,H14,14,9.36684740349024e-06,internvl,llava,23,-0.14345194932960562,30.0,0.00047516822814941406,-0.782608695652174,llava,0.00047516822814941406,True,llava
pcs,higher positive correctness correlation is better,appod,H16,16,0.00013193380937491733,qwen,internvl,23,0.2360829013692499,6.0,3.337860107421875e-06,0.9565217391304348,qwen,1.0013580322265625e-05,True,qwen
pcs,higher positive correctness correlation is better,appod,H16,16,0.00013193380937491733,qwen,llava,23,0.09994674198408637,27.0,0.0002980232238769531,0.8043478260869565,qwen,0.0005960464477539062,True,qwen
pcs,higher positive correctness correlation is better,appod,H16,16,0.00013193380937491733,internvl,llava,23,-0.12767973307501623,35.0,0.0009758472442626953,-0.7463768115942029,llava,0.0009758472442626953,True,llava
pcs,higher positive correctness correlation is better,appod,H18,18,9.36684740349024e-06,qwen,internvl,23,0.29675208468995573,4.0,1.6689300537109375e-06,0.9710144927536232,qwen,5.0067901611328125e-06,True,qwen
pcs,higher positive correctness correlation is better,appod,H18,18,9.36684740349024e-06,qwen,llava,23,0.1472121573827239,21.0,0.00010657310485839844,0.8478260869565217,qwen,0.00010657310485839844,True,qwen
pcs,higher positive correctness correlation is better,appod,H18,18,9.36684740349024e-06,internvl,llava,23,-0.20613874735570376,15.0,3.266334533691406e-05,-0.8913043478260869,llava,6.532669067382812e-05,True,llava
pcs,higher positive correctness correlation is better,appod,H20,20,9.591990820757475e-07,qwen,internvl,23,0.406663561765197,3.0,1.1920928955078125e-06,0.9782608695652174,qwen,3.5762786865234375e-06,True,qwen
pcs,higher positive correctness correlation is better,appod,H20,20,9.591990820757475e-07,qwen,llava,23,0.10081556209927156,20.0,8.845329284667969e-05,0.855072463768116,qwen,0.00014638900756835938,True,qwen
pcs,higher positive correctness correlation is better,appod,H20,20,9.591990820757475e-07,internvl,llava,23,-0.23223075784137184,19.0,7.319450378417969e-05,-0.8623188405797102,llava,0.00014638900756835938,True,llava
pcs,higher positive correctness correlation is better,appod,H22,22,3.3708622219675547e-05,qwen,internvl,23,0.327323473260673,7.0,4.5299530029296875e-06,0.9492753623188406,qwen,1.3589859008789062e-05,True,qwen
pcs,higher positive correctness correlation is better,appod,H22,22,3.3708622219675547e-05,qwen,llava,23,0.09420785347777383,19.0,7.319450378417969e-05,0.8623188405797102,qwen,0.00014638900756835938,True,qwen
pcs,higher positive correctness correlation is better,appod,H22,22,3.3708622219675547e-05,internvl,llava,23,-0.21873012353561935,20.0,8.845329284667969e-05,-0.855072463768116,llava,0.00014638900756835938,True,llava
pcs,higher positive correctness correlation is better,appod,H24,24,7.000246344958146e-05,qwen,internvl,23,0.32853004474542713,6.0,3.337860107421875e-06,0.9565217391304348,qwen,1.0013580322265625e-05,True,qwen
pcs,higher positive correctness correlation is better,appod,H24,24,7.000246344958146e-05,qwen,llava,23,0.07102688344957624,47.0,0.004338979721069336,0.6594202898550725,qwen,0.004338979721069336,True,qwen
pcs,higher positive correctness correlation is better,appod,H24,24,7.000246344958146e-05,internvl,llava,23,-0.26828490076628836,14.0,2.6226043701171875e-05,-0.8985507246376812,llava,5.245208740234375e-05,True,llava
pcs,higher positive correctness correlation is better,appod,H32,32,0.04541256235092795,qwen,internvl,23,0.1250721537149869,48.0,0.004851341247558594,0.6521739130434783,qwen,0.014554023742675781,True,qwen
pcs,higher positive correctness correlation is better,appod,H32,32,0.04541256235092795,qwen,llava,23,0.03994445387322103,67.0,0.030086994171142578,0.5144927536231884,qwen,0.060173988342285156,False,No difference
pcs,higher positive correctness correlation is better,appod,H32,32,0.04541256235092795,internvl,llava,23,-0.04777510663197407,87.0,0.12621283531188965,-0.3695652173913043,llava,0.12621283531188965,False,No difference
deep_gini,more negative correctness correlation is better,appfr,H02,2,0.00013955103274797026,qwen,internvl,23,0.31868813127021545,11.0,1.3113021850585938e-05,0.9202898550724637,qwen,3.933906555175781e-05,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H02,2,0.00013955103274797026,qwen,llava,23,0.287210453530117,13.0,2.09808349609375e-05,0.9057971014492754,qwen,4.1961669921875e-05,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H02,2,0.00013955103274797026,internvl,llava,23,-0.03260899373131407,115.0,0.5009052753448486,-0.16666666666666666,llava,0.5009052753448486,False,No difference
deep_gini,more negative correctness correlation is better,appfr,H04,4,3.417818752562177e-05,qwen,internvl,22,0.3523682035213119,3.0,2.384185791015625e-06,0.9762845849802372,qwen,7.152557373046875e-06,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H04,4,3.417818752562177e-05,qwen,llava,22,0.1707345794898293,11.0,2.6226043701171875e-05,0.9130434782608695,qwen,5.245208740234375e-05,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H04,4,3.417818752562177e-05,internvl,llava,22,-0.18585142690391893,23.0,0.0003046989440917969,-0.8181818181818182,llava,0.0003046989440917969,True,llava
deep_gini,more negative correctness correlation is better,appfr,H06,6,1.2238269514802024e-05,qwen,internvl,20,0.43002074036104043,4.0,1.33514404296875e-05,0.9619047619047619,qwen,2.6702880859375e-05,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H06,6,1.2238269514802024e-05,qwen,llava,20,0.13685215236803916,27.0,0.0023250579833984375,0.7428571428571429,qwen,0.0023250579833984375,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H06,6,1.2238269514802024e-05,internvl,llava,20,-0.1865965779691347,1.0,3.814697265625e-06,-0.9904761904761905,llava,1.1444091796875e-05,True,llava
deep_gini,more negative correctness correlation is better,appfr,H08,8,7.016365019222996e-05,qwen,internvl,21,0.4334050159548888,10.0,4.100799560546875e-05,0.9134199134199135,qwen,8.20159912109375e-05,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H08,8,7.016365019222996e-05,qwen,llava,21,0.1100529333729316,40.0,0.0071010589599609375,0.6536796536796536,qwen,0.0071010589599609375,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H08,8,7.016365019222996e-05,internvl,llava,21,-0.23416936555082202,6.0,1.33514404296875e-05,-0.948051948051948,llava,4.00543212890625e-05,True,llava
deep_gini,more negative correctness correlation is better,appfr,H10,10,0.011316751940001315,qwen,internvl,11,0.31691311208668327,1.0,0.001953125,0.9696969696969697,qwen,0.005859375,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H10,10,0.011316751940001315,qwen,llava,11,0.14762528392199475,12.0,0.0673828125,0.6363636363636364,qwen,0.0673828125,False,No difference
deep_gini,more negative correctness correlation is better,appfr,H10,10,0.011316751940001315,internvl,llava,11,-0.22008246355442804,3.0,0.0048828125,-0.9090909090909091,llava,0.009765625,True,llava
deep_gini,more negative correctness correlation is better,appfr,H12,12,0.001532326970067179,qwen,internvl,11,0.31171622273839594,0.0,0.0009765625,1.0,qwen,0.0029296875,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H12,12,0.001532326970067179,qwen,llava,11,0.12894004971052497,9.0,0.0322265625,0.7272727272727273,qwen,0.0322265625,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H12,12,0.001532326970067179,internvl,llava,11,-0.18042269749149076,1.0,0.001953125,-0.9696969696969697,llava,0.00390625,True,llava
deep_gini,more negative correctness correlation is better,appfr,H14,14,3.340650164556218e-05,qwen,internvl,24,0.39392158721598475,8.0,2.9802322387695312e-06,0.9466666666666667,qwen,8.940696716308594e-06,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H14,14,3.340650164556218e-05,qwen,llava,24,0.0749924633553368,44.0,0.0015796422958374023,0.7066666666666667,qwen,0.0015796422958374023,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H14,14,3.340650164556218e-05,internvl,llava,24,-0.1945596888485005,16.0,2.014636993408203e-05,-0.8933333333333333,llava,4.029273986816406e-05,True,llava
deep_gini,more negative correctness correlation is better,appfr,H16,16,0.00014399146692471216,qwen,internvl,24,0.33120795707718054,12.0,8.344650268554688e-06,0.92,qwen,2.5033950805664062e-05,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H16,16,0.00014399146692471216,qwen,llava,24,0.1182359039684132,66.0,0.015044927597045898,0.56,qwen,0.015044927597045898,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H16,16,0.00014399146692471216,internvl,llava,24,-0.16377847210714266,27.0,0.00014960765838623047,-0.82,llava,0.00029921531677246094,True,llava
deep_gini,more negative correctness correlation is better,appfr,H18,18,0.011316751940001315,qwen,internvl,11,0.3248132633735633,1.0,0.001953125,0.9696969696969697,qwen,0.005859375,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H18,18,0.011316751940001315,qwen,llava,11,0.11636755078536713,24.0,0.46484375,0.2727272727272727,qwen,0.46484375,False,No difference
deep_gini,more negative correctness correlation is better,appfr,H18,18,0.011316751940001315,internvl,llava,11,-0.2791683605432967,2.0,0.0029296875,-0.9393939393939394,llava,0.005859375,True,llava
deep_gini,more negative correctness correlation is better,appfr,H20,20,0.014893166141848595,qwen,internvl,10,0.2297073638578754,2.0,0.005859375,0.9272727272727272,qwen,0.017578125,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H20,20,0.014893166141848595,qwen,llava,10,0.07190562580540716,25.0,0.845703125,0.09090909090909091,qwen,0.845703125,False,No difference
deep_gini,more negative correctness correlation is better,appfr,H20,20,0.014893166141848595,internvl,llava,10,-0.1877203777771937,2.0,0.005859375,-0.9272727272727272,llava,0.017578125,True,llava
deep_gini,more negative correctness correlation is better,appfr,H22,22,0.011715503172819665,qwen,internvl,11,0.37341800695458566,1.0,0.001953125,0.9696969696969697,qwen,0.005859375,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H22,22,0.011715503172819665,qwen,llava,11,0.011562311905391726,28.0,0.7001953125,0.15151515151515152,qwen,0.7001953125,False,No difference
deep_gini,more negative correctness correlation is better,appfr,H22,22,0.011715503172819665,internvl,llava,11,-0.34857555249057903,1.0,0.001953125,-0.9696969696969697,llava,0.005859375,True,llava
deep_gini,more negative correctness correlation is better,appfr,H24,24,0.014893166141848595,qwen,internvl,10,0.2926847224650011,1.0,0.00390625,0.9636363636363636,qwen,0.01171875,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H24,24,0.014893166141848595,qwen,llava,10,0.005095404717006383,24.0,0.76953125,0.12727272727272726,qwen,0.76953125,False,No difference
deep_gini,more negative correctness correlation is better,appfr,H24,24,0.014893166141848595,internvl,llava,10,-0.27633257152755286,2.0,0.005859375,-0.9272727272727272,llava,0.01171875,True,llava
deep_gini,more negative correctness correlation is better,appfr,H26,26,4.375153966124826e-06,qwen,internvl,21,0.9318816607041891,0.0,9.5367431640625e-07,1.0,qwen,2.86102294921875e-06,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H26,26,4.375153966124826e-06,qwen,llava,21,0.06757146952345183,69.0,0.11105823516845703,0.4025974025974026,qwen,0.11105823516845703,False,No difference
deep_gini,more negative correctness correlation is better,appfr,H26,26,4.375153966124826e-06,internvl,llava,21,-0.9357215791794335,2.0,2.86102294921875e-06,-0.9826839826839827,llava,5.7220458984375e-06,True,llava
deep_gini,more negative correctness correlation is better,appfr,H28,28,4.081316667072546e-05,qwen,internvl,22,0.8740878801878788,7.0,9.059906005859375e-06,0.9446640316205533,qwen,1.811981201171875e-05,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H28,28,4.081316667072546e-05,qwen,llava,22,0.050090648207234426,87.0,0.20992755889892578,0.31225296442687744,qwen,0.20992755889892578,False,No difference
deep_gini,more negative correctness correlation is better,appfr,H28,28,4.081316667072546e-05,internvl,llava,22,-0.8227002867106726,5.0,4.76837158203125e-06,-0.9604743083003953,llava,1.430511474609375e-05,True,llava
deep_gini,more negative correctness correlation is better,appfr,H30,30,4.143051582502867e-06,qwen,internvl,24,0.8595256130327114,8.0,2.9802322387695312e-06,0.9466666666666667,qwen,8.940696716308594e-06,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H30,30,4.143051582502867e-06,qwen,llava,24,0.0411775943125634,109.0,0.2522493600845337,0.2733333333333333,qwen,0.2522493600845337,False,No difference
deep_gini,more negative correctness correlation is better,appfr,H30,30,4.143051582502867e-06,internvl,llava,24,-0.728855990132678,8.0,2.9802322387695312e-06,-0.9466666666666667,llava,8.940696716308594e-06,True,llava
deep_gini,more negative correctness correlation is better,appfr,H32,32,1.9023542797549675e-05,qwen,internvl,23,0.83213045576133,7.0,4.5299530029296875e-06,0.9492753623188406,qwen,1.3589859008789062e-05,True,qwen
deep_gini,more negative correctness correlation is better,appfr,H32,32,1.9023542797549675e-05,qwen,llava,23,0.04357686999022324,97.0,0.22261524200439453,0.2971014492753623,qwen,0.22261524200439453,False,No difference
deep_gini,more negative correctness correlation is better,appfr,H32,32,1.9023542797549675e-05,internvl,llava,23,-0.7274278544087585,8.0,5.9604644775390625e-06,-0.9420289855072463,llava,1.3589859008789062e-05,True,llava
deep_gini,more negative correctness correlation is better,appod,H02,2,0.00017343825634884383,qwen,internvl,23,0.2755780608764586,19.0,7.319450378417969e-05,0.8623188405797102,qwen,0.00014638900756835938,True,qwen
deep_gini,more negative correctness correlation is better,appod,H02,2,0.00017343825634884383,qwen,llava,23,0.22762978866115552,7.0,4.5299530029296875e-06,0.9492753623188406,qwen,1.3589859008789062e-05,True,qwen
deep_gini,more negative correctness correlation is better,appod,H02,2,0.00017343825634884383,internvl,llava,23,0.033884003636998714,109.0,0.39307284355163574,0.21014492753623187,internvl,0.39307284355163574,False,No difference
deep_gini,more negative correctness correlation is better,appod,H04,4,0.039448736585162895,qwen,internvl,21,0.2615967736723595,30.0,0.0018587112426757812,0.7402597402597403,qwen,0.005576133728027344,True,qwen
deep_gini,more negative correctness correlation is better,appod,H04,4,0.039448736585162895,qwen,llava,21,0.08154842633800352,46.0,0.014165878295898438,0.6017316017316018,qwen,0.014165878295898438,True,qwen
deep_gini,more negative correctness correlation is better,appod,H04,4,0.039448736585162895,internvl,llava,21,-0.07219217276011711,37.0,0.004878997802734375,-0.6796536796536796,llava,0.00975799560546875,True,llava
deep_gini,more negative correctness correlation is better,appod,H06,6,0.018484010342725354,qwen,internvl,23,0.5020952880458904,26.0,0.00025343894958496094,0.8115942028985508,qwen,0.0007603168487548828,True,qwen
deep_gini,more negative correctness correlation is better,appod,H06,6,0.018484010342725354,qwen,llava,23,0.08586364310656461,37.0,0.0012786388397216797,0.7318840579710145,qwen,0.0022368431091308594,True,qwen
deep_gini,more negative correctness correlation is better,appod,H06,6,0.018484010342725354,internvl,llava,23,-0.2175241199425459,36.0,0.0011184215545654297,-0.7391304347826086,llava,0.0022368431091308594,True,llava
deep_gini,more negative correctness correlation is better,appod,H08,8,0.002452587743312286,qwen,internvl,23,0.33979846358769705,23.0,0.000152587890625,0.8333333333333334,qwen,0.000457763671875,True,qwen
deep_gini,more negative correctness correlation is better,appod,H08,8,0.002452587743312286,qwen,llava,23,0.08456581195051661,28.0,0.00034928321838378906,0.7971014492753623,qwen,0.0006985664367675781,True,qwen
deep_gini,more negative correctness correlation is better,appod,H08,8,0.002452587743312286,internvl,llava,23,-0.3251193565435565,30.0,0.00047516822814941406,-0.782608695652174,llava,0.0006985664367675781,True,llava
deep_gini,more negative correctness correlation is better,appod,H10,10,8.700118488371175e-05,qwen,internvl,23,0.5693458698447902,17.0,4.935264587402344e-05,0.8768115942028986,qwen,9.870529174804688e-05,True,qwen
deep_gini,more negative correctness correlation is better,appod,H10,10,8.700118488371175e-05,qwen,llava,23,0.08489215925978696,4.0,1.6689300537109375e-06,0.9710144927536232,qwen,5.0067901611328125e-06,True,qwen
deep_gini,more negative correctness correlation is better,appod,H10,10,8.700118488371175e-05,internvl,llava,23,-0.18282273420513803,35.0,0.0009758472442626953,-0.7463768115942029,llava,0.0009758472442626953,True,llava
deep_gini,more negative correctness correlation is better,appod,H12,12,1.721656902275783e-05,qwen,internvl,23,0.48473059385255834,5.0,2.384185791015625e-06,0.9637681159420289,qwen,4.76837158203125e-06,True,qwen
deep_gini,more negative correctness correlation is better,appod,H12,12,1.721656902275783e-05,qwen,llava,23,0.12106395285682661,3.0,1.1920928955078125e-06,0.9782608695652174,qwen,3.5762786865234375e-06,True,qwen
deep_gini,more negative correctness correlation is better,appod,H12,12,1.721656902275783e-05,internvl,llava,23,-0.2089798260158203,30.0,0.00047516822814941406,-0.782608695652174,llava,0.00047516822814941406,True,llava
deep_gini,more negative correctness correlation is better,appod,H14,14,8.400295613949775e-05,qwen,internvl,23,0.27818193284347303,8.0,5.9604644775390625e-06,0.9420289855072463,qwen,1.7881393432617188e-05,True,qwen
deep_gini,more negative correctness correlation is better,appod,H14,14,8.400295613949775e-05,qwen,llava,23,0.12138250835569875,23.0,0.000152587890625,0.8333333333333334,qwen,0.00030517578125,True,qwen
deep_gini,more negative correctness correlation is better,appod,H14,14,8.400295613949775e-05,internvl,llava,23,-0.09363651171341147,30.0,0.00047516822814941406,-0.782608695652174,llava,0.00047516822814941406,True,llava
deep_gini,more negative correctness correlation is better,appod,H16,16,0.00013193380937491733,qwen,internvl,23,0.2577293542057488,7.0,4.5299530029296875e-06,0.9492753623188406,qwen,1.3589859008789062e-05,True,qwen
deep_gini,more negative correctness correlation is better,appod,H16,16,0.00013193380937491733,qwen,llava,23,0.09289174238375783,25.0,0.0002148151397705078,0.8188405797101449,qwen,0.0004296302795410156,True,qwen
deep_gini,more negative correctness correlation is better,appod,H16,16,0.00013193380937491733,internvl,llava,23,-0.10432719083982295,45.0,0.0034525394439697266,-0.6739130434782609,llava,0.0034525394439697266,True,llava
deep_gini,more negative correctness correlation is better,appod,H18,18,5.339093072529016e-06,qwen,internvl,23,0.330592262176549,4.0,1.6689300537109375e-06,0.9710144927536232,qwen,5.0067901611328125e-06,True,qwen
deep_gini,more negative correctness correlation is better,appod,H18,18,5.339093072529016e-06,qwen,llava,23,0.11200313648352155,24.0,0.00018143653869628906,0.8260869565217391,qwen,0.00018143653869628906,True,qwen
deep_gini,more negative correctness correlation is better,appod,H18,18,5.339093072529016e-06,internvl,llava,23,-0.22958284283329522,15.0,3.266334533691406e-05,-0.8913043478260869,llava,6.532669067382812e-05,True,llava
deep_gini,more negative correctness correlation is better,appod,H20,20,5.339093072529016e-06,qwen,internvl,23,0.3962390180922164,5.0,2.384185791015625e-06,0.9637681159420289,qwen,7.152557373046875e-06,True,qwen
deep_gini,more negative correctness correlation is better,appod,H20,20,5.339093072529016e-06,qwen,llava,23,0.10365834705902177,23.0,0.000152587890625,0.8333333333333334,qwen,0.00017690658569335938,True,qwen
deep_gini,more negative correctness correlation is better,appod,H20,20,5.339093072529016e-06,internvl,llava,23,-0.22800856368014916,20.0,8.845329284667969e-05,-0.855072463768116,llava,0.00017690658569335938,True,llava
deep_gini,more negative correctness correlation is better,appod,H22,22,8.400295613949775e-05,qwen,internvl,23,0.3613947611993764,9.0,7.867813110351562e-06,0.9347826086956522,qwen,2.3603439331054688e-05,True,qwen
deep_gini,more negative correctness correlation is better,appod,H22,22,8.400295613949775e-05,qwen,llava,23,0.08749664474229413,31.0,0.0005517005920410156,0.7753623188405797,qwen,0.0005517005920410156,True,qwen
deep_gini,more negative correctness correlation is better,appod,H22,22,8.400295613949775e-05,internvl,llava,23,-0.18461206854023882,23.0,0.000152587890625,-0.8333333333333334,llava,0.00030517578125,True,llava
deep_gini,more negative correctness correlation is better,appod,H24,24,3.9837462623252916e-05,qwen,internvl,23,0.3631327394039535,6.0,3.337860107421875e-06,0.9565217391304348,qwen,1.0013580322265625e-05,True,qwen
deep_gini,more negative correctness correlation is better,appod,H24,24,3.9837462623252916e-05,qwen,llava,23,0.07977570015020896,50.0,0.006032705307006836,0.6376811594202898,qwen,0.006032705307006836,True,qwen
deep_gini,more negative correctness correlation is better,appod,H24,24,3.9837462623252916e-05,internvl,llava,23,-0.20323418489110381,15.0,3.266334533691406e-05,-0.8913043478260869,llava,6.532669067382812e-05,True,llava
deep_gini,more negative correctness correlation is better,appod,H32,32,0.018484010342725354,qwen,internvl,23,0.14959709734108986,40.0,0.0018849372863769531,0.7101449275362319,qwen,0.005654811859130859,True,qwen
deep_gini,more negative correctness correlation is better,appod,H32,32,0.018484010342725354,qwen,llava,23,0.06716492712371248,67.0,0.030086994171142578,0.5144927536231884,qwen,0.060173988342285156,False,No difference
deep_gini,more negative correctness correlation is better,appod,H32,32,0.018484010342725354,internvl,llava,23,-0.0822875046659165,67.0,0.030086994171142578,-0.5144927536231884,llava,0.060173988342285156,False,No difference
entropy,more negative correctness correlation is better,appfr,H02,2,1.755923010919877e-05,qwen,internvl,23,0.32201518460136214,10.0,1.0251998901367188e-05,0.927536231884058,qwen,3.075599670410156e-05,True,qwen
entropy,more negative correctness correlation is better,appfr,H02,2,1.755923010919877e-05,qwen,llava,23,0.20206919368510717,17.0,4.935264587402344e-05,0.8768115942028986,qwen,9.870529174804688e-05,True,qwen
entropy,more negative correctness correlation is better,appfr,H02,2,1.755923010919877e-05,internvl,llava,23,-0.0723990144123012,65.0,0.02542257308959961,-0.5289855072463768,llava,0.02542257308959961,True,llava
entropy,more negative correctness correlation is better,appfr,H04,4,1.1312569593065823e-05,qwen,internvl,22,0.3404908926628644,1.0,9.5367431640625e-07,0.9920948616600791,qwen,2.86102294921875e-06,True,qwen
entropy,more negative correctness correlation is better,appfr,H04,4,1.1312569593065823e-05,qwen,llava,22,0.11428229816238201,33.0,0.0014548301696777344,0.7391304347826086,qwen,0.0014548301696777344,True,qwen
entropy,more negative correctness correlation is better,appfr,H04,4,1.1312569593065823e-05,internvl,llava,22,-0.21501743668333229,9.0,1.5735626220703125e-05,-0.9288537549407114,llava,3.147125244140625e-05,True,llava
entropy,more negative correctness correlation is better,appfr,H06,6,1.1312569593065823e-05,qwen,internvl,20,0.43144799481188567,3.0,9.5367431640625e-06,0.9714285714285714,qwen,1.9073486328125e-05,True,qwen
entropy,more negative correctness correlation is better,appfr,H06,6,1.1312569593065823e-05,qwen,llava,20,0.09061415051431569,44.0,0.021484375,0.580952380952381,qwen,0.021484375,True,qwen
entropy,more negative correctness correlation is better,appfr,H06,6,1.1312569593065823e-05,internvl,llava,20,-0.25121610813672024,1.0,3.814697265625e-06,-0.9904761904761905,llava,1.1444091796875e-05,True,llava
entropy,more negative correctness correlation is better,appfr,H08,8,0.00023660229965159706,qwen,internvl,21,0.4414134549191042,10.0,4.100799560546875e-05,0.9134199134199135,qwen,8.20159912109375e-05,True,qwen
entropy,more negative correctness correlation is better,appfr,H08,8,0.00023660229965159706,qwen,llava,21,0.10821582047570613,75.0,0.16780662536621094,0.35064935064935066,qwen,0.16780662536621094,False,No difference
entropy,more negative correctness correlation is better,appfr,H08,8,0.00023660229965159706,internvl,llava,21,-0.25543088022832705,3.0,4.76837158203125e-06,-0.974025974025974,llava,1.430511474609375e-05,True,llava
entropy,more negative correctness correlation is better,appfr,H10,10,0.005508914331086736,qwen,internvl,11,0.3217697003541532,1.0,0.001953125,0.9696969696969697,qwen,0.005859375,True,qwen
entropy,more negative correctness correlation is better,appfr,H10,10,0.005508914331086736,qwen,llava,11,0.11865403423485714,27.0,0.6376953125,0.18181818181818182,qwen,0.6376953125,False,No difference
entropy,more negative correctness correlation is better,appfr,H10,10,0.005508914331086736,internvl,llava,11,-0.35589247820018033,2.0,0.0029296875,-0.9393939393939394,llava,0.005859375,True,llava
entropy,more negative correctness correlation is better,appfr,H12,12,0.001532326970067179,qwen,internvl,11,0.3138202733520809,0.0,0.0009765625,1.0,qwen,0.0029296875,True,qwen
entropy,more negative correctness correlation is better,appfr,H12,12,0.001532326970067179,qwen,llava,11,0.05207043744919765,28.0,0.7001953125,0.15151515151515152,qwen,0.7001953125,False,No difference
entropy,more negative correctness correlation is better,appfr,H12,12,0.001532326970067179,internvl,llava,11,-0.2859861508367806,0.0,0.0009765625,-1.0,llava,0.0029296875,True,llava
entropy,more negative correctness correlation is better,appfr,H14,14,1.91332753524232e-05,qwen,internvl,24,0.3915612893115198,6.0,1.6689300537109375e-06,0.96,qwen,3.337860107421875e-06,True,qwen
entropy,more negative correctness correlation is better,appfr,H14,14,1.91332753524232e-05,qwen,llava,24,0.04575318316861718,103.0,0.18750131130218506,0.31333333333333335,qwen,0.18750131130218506,False,No difference
